name;title;lore;spell.0.id;spell.0.name;spell.0.description;spell.1.id;spell.1.name;spell.1.description;spell.2.id;spell.2.name;spell.2.description;spell.3.id;spell.3.name;spell.3.description;passive.name;passive.description
Ashe;Archère de givre;Chef de guerre sublimé de la tribu des Avarosans, Ashe est à la tête de la plus vaste horde des terres du nord. Stoïque, intelligente et idéaliste, mais mal à l'aise dans son rôle de leader, elle puise dans la magie ancestrale de sa lignée pour manier un arc de glace pure. Soutenue par son peuple qui voit en elle la réincarnation de la légendaire héroïne Avarosa, Ashe cherche à unifier Freljord en reprenant les terres tribales.;AsheQ;Concentration du ranger;Ashe génère des effets Concentration quand elle attaque. Une fois le maximum d'effets Concentration atteint, Ashe peut lancer Concentration du ranger pour consommer tous les effets, ce qui augmente temporairement sa vitesse d'attaque et transforme son attaque de base en une puissante volée de flèches pendant la durée du sort.;Volley;Salve;Ashe tire des flèches dans une zone conique pour infliger plus de dégâts. Elle applique aussi Tir givrant.;AsheSpiritOfTheHawk;Rapace;Ashe envoie son faucon en reconnaissance à n'importe quel endroit de la carte.;EnchantedCrystalArrow;Flèche de cristal enchantée;Ashe tire un trait de glace en ligne droite. Si la flèche touche un champion ennemi, elle le blesse et l'étourdit, la durée de l'étourdissement augmentant avec la distance parcourue par la flèche. De plus, les unités ennemies proches subissent des dégâts et sont ralenties.;Tir givrant;Les attaques d'Ashe ralentissent ses cibles et infligent des dégâts supplémentaires aux cibles affectées.<br><br>Les coups critiques d'Ashe n'infligent pas de dégâts supplémentaires, mais ils appliquent un ralentissement renforcé.
Aurelion Sol;Forgeur d'étoiles;Autrefois, Aurelion Sol façonnait des merveilles célestes dont il parsemait le vide infini du cosmos. À présent, il est forcé d'utiliser ses pouvoirs extraordinaires pour le compte d'un empire de l'espace qui s'est joué de lui et l'a réduit en esclavage. Prêt à tout pour redevenir le forgeron stellaire qu'il était, Aurelion Sol n'hésitera pas à arracher les étoiles de leur ciel nocturne si c'est là le prix à payer pour regagner sa liberté.;AurelionSolQ;Souffle de lumière;Aurelion Sol canalise son souffle de dragon pendant quelques secondes, ce qui blesse le premier ennemi touché et inflige des dégâts secondaires réduits aux ennemis proches. Pour chaque seconde de canalisation dirigée directement sur un ennemi, la compétence inflige des dégâts supplémentaires augmentés par la quantité de poussière d'étoile collectée. Si la cible est un champion, cette compétence collecte aussi de la poussière d'étoile.;AurelionSolW;Vol astral;Aurelion Sol survole le terrain dans la direction ciblée. Pendant ce temps, il peut lancer d'autres compétences. Souffle de lumière n'a plus de délai de récupération ou de durée maximale de canalisation et inflige plus de dégâts pendant le vol.<br><br>Le délai de récupération restant de Vol astral est réduit chaque fois qu'un champion ennemi meurt peu après avoir été blessé par Aurelion Sol.<br><br>La poussière d'étoile augmente la portée maximale de Vol astral.;AurelionSolE;Trou noir;Aurelion Sol invoque un trou noir qui blesse les ennemis et les attire lentement vers son centre. Cette compétence octroie de la poussière d'étoile chaque fois qu'un ennemi meurt dans le trou noir et à chaque seconde qu'un champion ennemi passe dans le trou noir. Le centre du trou noir exécute les ennemis qui ont moins d'un certain pourcentage de leurs PV max. La poussière d'étoile augmente la taille du trou noir et le seuil d'exécution.;AurelionSolR;Étoile finale/Apocalypse;Étoile finale : Aurelion Sol fait s'abattre une étoile au sol. L'impact inflige des dégâts magiques et étourdit les ennemis tout en octroyant à Aurelion Sol de la poussière d'étoile pour chaque champion ennemi touché. Collecter suffisamment de poussière d'étoile transforme la prochaine Étoile finale d'Aurelion Sol en Apocalypse.<br><br>Apocalypse : Aurelion Sol fait s'abattre au sol une étoile géante, ce qui augmente considérablement la taille de la zone d'impact, augmente les dégâts infligés et projette les ennemis dans les airs au lieu de les étourdir. Une onde de choc s'étend ensuite à partir de la bordure de la zone d'impact, ce qui blesse et ralentit les ennemis touchés. La poussière d'étoile augmente la taille de la zone d'impact d'Étoile finale et d'Apocalypse.;Créateur cosmique;Les compétences d'Aurelion Sol qui blessent des ennemis lui octroient de la <font color='#3458eb'>poussière d'étoile</font>, laquelle améliore définitivement chacune de ses compétences. 
Aurora;Sorcière d'entre les mondes;Depuis sa naissance, Aurora a toujours été capable de passer du royaume spirituel au royaume matériel. Déterminée à étudier les habitants du royaume spirituel, elle a quitté son foyer pour se consacrer à ses recherches. En chemin, elle est tombée sur un demi-dieu devenu fou. Touchée par son désespoir, Aurora se mit en tête de retrouver l'identité perdue de son ami sauvage. Son périple la mènera à voyager à travers tout Freljord.;AuroraQ;Maléfice;Aurora envoie un projectile qui maudit les ennemis touchés. Elle peut ensuite relancer la compétence pour attirer les maléfices actifs vers elle, ce qui blesse les ennemis touchés au passage.;AuroraW;Derrière le voile;Aurora bondit dans la direction de son choix, entre dans le royaume spirituel en retombant, devient invisible et gagne de la vitesse de déplacement pendant un bref instant.;AuroraE;Sortilège;Aurora fait converger les royaumes, envoyant une boule de magie spirituelle qui inflige des dégâts magiques aux ennemis touchés et les ralentit. Après quoi, Aurora bondit en arrière pour se mettre à l'abri.;AuroraR;Entre les mondes;Aurora bondit dans la direction de son choix, ce qui libère une onde de choc qui blesse et ralentit tous les ennemis touchés. Elle crée ensuite une zone qui ralentit les ennemis à l'intérieur et permet à Aurora de se téléporter d'un bord à l'autre de la zone.;Abjuration spirituelle;Aurora exorcise les esprits des ennemis qu'elle blesse avec ses compétences et ses attaques. Les esprits exorcisés la suivent et la soignent.
Azir;Empereur des sables;"Azir fut l'empereur mortel de Shurima en des temps très lointains, un homme fier dressé au bord de l'immortalité. Son orgueil lui valut d'être trahi et assassiné à l'heure de son triomphe ; mais des millénaires se sont écoulés et il revient sous la forme d'un être transfiguré à l'immense puissance. Sa cité ensevelie ayant ressurgi des sables, Azir cherche à rendre sa gloire passée à Shurima.";AzirQWrapper;Sables conquérants;Azir envoie tous les soldats de sable vers une zone. Les soldats infligent des dégâts magiques aux ennemis qu'ils traversent et appliquent un ralentissement pendant 1 seconde.;AzirW;Dresse-toi !;Azir invoque un soldat de sable qui attaque les cibles proches à sa place. Ses attaques infligent des dégâts magiques aux ennemis sur une même ligne. De plus, Dresse-toi ! augmente passivement la vitesse d'attaque d'Azir et de ses soldats de sable.;AzirEWrapper;Sables mouvants;Azir s'entoure brièvement d'un bouclier et fonce vers un de ses soldats de sable, blessant les ennemis touchés. S'il touche un champion ennemi, il prépare instantanément un nouveau soldat de sable et la ruée s'arrête.;AzirR;Partition impériale;Azir invoque un mur de soldats qui chargent vers l'avant, repoussant et blessant les ennemis.;Héritage de Shurima;Azir peut invoquer le Disque solaire depuis les ruines des tourelles ennemies ou alliées.
Bard;Gardien errant;Voyageur d'au-delà des étoiles, Bard est un messager des bons augures qui combat pour maintenir l'équilibre dont la vie a besoin pour prospérer dans l'indifférence du chaos. Dans tout Runeterra, sa mystérieuse nature inspire des chants qui ne sont d'accord que sur un point : le vagabond cosmique est attiré par les reliques dotées d'un grand pouvoir magique. Accompagné par un chœur joyeux de Meeps, des esprits qui lui sont dévoués, il n'a d'actions que bénéfiques, même s'il a sa propre manière, un peu étrange, de servir le bien.;BardQ;Lien cosmique;"Bard tire un projectile qui ralentit le premier ennemi touché et qui continue sur sa lancée. S'il touche un mur, il étourdit la cible initiale ; s'il touche un deuxième ennemi, il étourdit les deux cibles.";BardW;Don du gardien;Révèle un sanctuaire de soin qui gagne en puissance pendant quelques secondes. Il disparaît après avoir soigné et accéléré le premier allié qui le touche.;BardE;Route magique;Bard ouvre un portail dans un élément du décor proche. Les alliés et les ennemis peuvent emprunter la route à sens unique ainsi créée en passant par le portail.;BardR;Destin tempéré;Bard envoie de l'énergie spirituelle dans une zone, ce qui met brièvement en stase toutes les unités et toutes les tourelles.;Instinct du voyageur;<font color='#FF9900'>Meeps :</font> Bard attire des esprits inférieurs qui soutiennent ses attaques de base en infligeant des dégâts magiques supplémentaires. Quand Bard a collecté suffisamment de <font color='#cccc00'>carillons</font>, ses Meeps infligeront en plus des dégâts dans une zone et ralentiront les ennemis touchés.<br><br><font color='#FF9900'>Carillons :</font> d'antiques <font color='#cccc00'>carillons</font> que peut collecter Bard apparaissent aléatoirement. Ils lui font gagner de l'expérience, lui rendent du mana et lui octroient un bonus en vitesse de déplacement en dehors des combats.
Bel'Veth;Impératrice du Néant;Bel'Veth, impératrice cauchemardesque née d'une cité dévorée, représente la fin de Runeterra... et le début d'une monstrueuse réalité de sa propre conception. Mue par des siècles d'histoire, de connaissances et de souvenirs absorbés dans le monde du dessus, elle assouvit son appétit croissant pour les expériences et les émotions nouvelles, consumant tout sur son passage. Néanmoins, un seul monde ne suffira jamais à satisfaire tous ses désirs, aussi tourne-t-elle son regard avide vers les anciens maîtres du Néant...;BelvethQ;Charge du Néant;Bel'Veth se rue dans la direction choisie et blesse tous les ennemis qu'elle traverse.;BelvethW;Projection cinglante;Bel'Veth donne un coup de queue au sol, ce qui blesse, projette dans les airs et ralentit les ennemis.;BelvethE;Maelström impérial;Bel'Veth s'immobilise et canalise une tempête de coups autour d'elle qui cible l'ennemi ayant le moins de PV. De plus, elle gagne du vol de vie et de la réduction des dégâts.;BelvethR;Banquet infini;"Bel'Veth consomme du corail du Néant ; elle prend alors sa véritable forme, ce qui augmente ses PV max, sa portée d'attaque, sa vitesse d'attaque et sa vitesse de déplacement en dehors des combats. Consommer du corail du Néant généré par un monstre épique du Néant prolonge la durée de son ultime et lui donne le pouvoir d'invoquer des rémoras du Néant.";Mer de lavande ;Bel'Veth gagne définitivement des bonus cumulables en vitesse d'attaque après avoir tué des grands monstres, des grands sbires et des champions. Elle gagne aussi un bonus temporaire en vitesse d'attaque après avoir utilisé une compétence.
Blitzcrank;Golem de vapeur;Blitzcrank est un énorme automate de Zaun. Presque indestructible, il fut d'abord construit pour traiter des déchets toxiques, mais il trouva rapidement sa programmation initiale trop restrictive et il modifia sa propre forme pour mieux servir la population malheureuse du Puisard. Blitzcrank utilise toute sa force et sa résistance pour protéger les autres, sachant jouer du poing métallique ou des éclats d'énergie pour mettre au pas les fauteurs de troubles.;RocketGrab;Grappin propulsé;Blitzcrank tire sa main droite pour attraper un adversaire, lui infliger des dégâts et l'attirer vers lui.;Overdrive;Surcharge;Blitzcrank entre en surcharge pour augmenter considérablement ses vitesses d'attaque et de déplacement. Il est temporairement ralenti à la fin de l'effet.;PowerFist;Poing d'acier;Blitzcrank charge son poing pour que sa prochaine attaque inflige le double de dégâts et projette la cible dans les airs.;StaticField;Champ de stase;Les ennemis attaqués par Blitzcrank sont marqués et, après 1 sec, sont frappés par des éclairs. De plus, Blitzcrank peut activer cette compétence pour détruire les boucliers des ennemis proches, blessant ces ennemis et les réduisant brièvement au silence.;Barrière de mana;Lorsqu'il lui reste peu de PV, Blitzcrank obtient un bouclier dont les PV dépendent de son mana.
Brand;Vengeur flamboyant;"Autrefois membre d'une tribu de Freljord, Kegan Rodhe est devenu l'être que l'on connaît sous le nom de Brand à force de convoiter des pouvoirs toujours plus grands. Alors qu'il recherchait l'une des légendaires Runes telluriques, Kegan trahit ses compagnons et s'en empara ; en un instant, son âme fut consumée par un brasier qui le changea à jamais. Désormais animé d'un feu inextinguible, Brand parcourt Valoran en quête d'autres runes, jurant vengeance pour des trahisons qu'aucun mortel n'aurait pu subir au cours d'une dizaine de vies.";BrandQ;Brûlure;Brand lance une boule de feu devant lui, infligeant des dégâts magiques. Si la cible est en flammes, Brûlure l'étourdit pendant 1.5 sec.;BrandW;Colonne de flammes;Après un court délai, Brand crée une colonne de flammes dans la zone ciblée, infligeant des dégâts magiques aux unités ennemies qui s'y trouvent. Les unités qui sont en flammes subissent 25% de dégâts supplémentaires.;BrandE;Conflagration;Brand provoque sur sa cible une puissante explosion qui se propage vers les ennemis proches, infligeant des dégâts magiques. Si la cible est en flammes, la portée de la dispersion de Conflagration est doublée.;BrandR;Pyrolyse;Brand libère un torrent de flammes qui rebondit jusqu'à 5 fois sur lui et les ennemis proches, infligeant des dégâts magiques aux ennemis touchés. Les rebonds visent en priorité les champions affectés par Flammes mais qui n'ont pas atteint le nombre d'effets max. Si une cible est en flammes, Pyrolyse la ralentit brièvement.;Flammes;Les compétences de Brand enflamment ses cibles, leur infligeant des dégâts en 4 sec (cumulable 3 fois). Si Brand tue un ennemi en flammes, il récupère du mana. Quand Flammes atteint son maximum d'effets cumulés sur un champion ou un grand monstre, Flammes devient instable et explose au bout de 2 sec, infligeant les effets de sort et d'énormes dégâts autour de la victime.
Braum;Cœur de Freljord;Doté de biceps énormes, et d'un cœur plus grand encore, Braum est un héros admiré par tout Freljord. Lors de tous les banquets au nord de Frostheld, on rend hommage à sa force légendaire. On raconte qu'il a abattu une forêt entière de chênes en une seule nuit, ou encore qu'il a réduit en miettes une montagne à coups de poing. Portant une porte enchantée en guise de bouclier, Braum arpente les terres gelées du nord en arborant un sourire aussi large que ses muscles et en venant en aide à ceux dans le besoin.;BraumQ;Morsure de l'hiver;Braum projette des éclats de glace depuis son bouclier, ralentissant l'ennemi touché et lui infligeant des dégâts magiques.<br><br>Applique un effet <font color='#FFF673'>Coups étourdissants</font>.;BraumW;Bouclier humain;Braum bondit vers le champion ou le sbire allié ciblé. À l'arrivée, Braum et l'allié gagnent de l'armure et de la résistance magique pendant quelques secondes.;BraumE;Incassable;Braum lève son bouclier dans une direction pendant plusieurs secondes, interceptant tous les projectiles et les détruisant quand ils le touchent. Il bloque complètement les dégâts de la première attaque et réduit les dégâts de toutes les attaques suivantes provenant de cette direction.;BraumRWrapper;Fissure glaciale;Braum frappe le sol, projetant en l'air les ennemis proches et ceux sur une ligne devant lui. Une fissure se crée sur cette ligne et ralentit les ennemis.;Coups étourdissants;Les attaques de base de Braum appliquent Coups étourdissants. Une fois le premier effet appliqué, les attaques de base des <font color='#FFF673'>alliés</font> appliquent aussi l'effet Coups étourdissants. <br><br>À 4 effets cumulés, la cible est étourdie et elle subit des dégâts magiques. Pendant quelques secondes, la cible ne peut plus recevoir cet effet mais les attaques de Braum lui infligent des dégâts magiques supplémentaires.
Briar;Faim insatiable;Née d'une expérience ratée menée par la Rose noire, Briar a besoin d'un pilori spécial pour contrôler son irrépressible soif de sang. Après des années d'enfermement, cette arme vivante s'est aujourd'hui défaite de ses entraves et parcourt le monde librement. Plus personne ne la contrôle. Elle assouvit sa soif de connaissance et de sang au gré de ses envies, et savoure chaque occasion de se déchaîner, même si mettre fin à sa frénésie sanguinaire n'est jamais facile.;BriarQ;À table !;Briar bondit sur une unité, et frappe les ennemis avec un méchant coup de pied, les étourdissant et brisant leur armure.;BriarW;Folie sanguinaire / Juste un croc;Briar bondit en avant et fait éclater son pilori. Elle succombe à la Folie sanguinaire et poursuit sans relâche l'ennemi le plus proche (en priorisant les champions). Sous l'effet de la frénésie, ses vitesses de déplacement et d'attaque augmentent et ses attaques infligent des dégâts de zone autour de sa cible.<br><br>Briar peut réactiver la compétence pour prendre un CROC sur sa cible à sa prochaine attaque, ce qui inflige des dégâts supplémentaires en fonction des PV manquants et soigne Briar proportionnellement aux dégâts qu'elle inflige.;BriarE;Cri sanglant;Briar récupère ses esprits, se libère de la Folie sanguinaire et canalise son énergie dans un puissant cri qui inflige des dégâts et ralentit les ennemis. Lorsqu'elle charge son cri, les dégâts qu'elle subit sont réduits et elle se soigne d'une partie de ses PV max. Un cri entièrement chargé repousse les ennemis, inflige des dégâts supplémentaires et étourdit ceux qui touchent un mur.;BriarR;Vol mortel;Briar lance l'hémolithe de son pilori à travers la carte, marquant le premier champion ennemi touché comme sa proie. Briar vole jusqu'à lui, effrayant les autres ennemis proches à son arrivée, et entre dans un état d'hémomanie complète. Elle pourchasse sa proie jusqu'à la mort. Elle gagne les avantages de Folie sanguinaire ainsi que de l'armure, de la résistance magique, du vol de vie et de la vitesse de déplacement supplémentaires.;Malédiction écarlate;Les attaques et compétences de Briar infligent un saignement cumulable qui la soigne d'une partie des dégâts qu'il inflige. Du fait de sa faim permanente, Briar manque de régénération naturelle des PV, mais moins elle a de PV, plus ses soins sont renforcés.
Caitlyn;Shérif de Piltover;"Caitlyn Kiramman est la plus célèbre gardienne de la paix à Piltover, mais elle est aussi la plus apte à débarrasser la ville de ses criminels les plus insaisissables. Elle fait souvent équipe avec Vi, son calme faisant contrepoids à la fougue de sa partenaire. Bien qu'elle porte un fusil Hextech unique en son genre, la meilleure arme de Caitlyn reste son intelligence ; elle invente en effet des pièges élaborés pour attraper les bandits qui auraient l'audace d'agir dans la Cité du progrès.";CaitlynQ;Pacificateur de Piltover;Caitlyn fait monter son fusil en puissance pendant 1 seconde pour effectuer un tir perforant qui inflige des dégâts physiques (les cibles consécutives subissent moins de dégâts).;CaitlynW;Piège-yordle;Caitlyn pose un piège. Quand il est déclenché, il révèle et immobilise le champion ennemi pendant 1.5 sec, et il octroie un Tir dans la tête renforcé à Caitlyn.;CaitlynE;Filet de calibre 90;Caitlyn lance un filet lourd qui ralentit sa cible. Le recul projette Caitlyn en arrière.;CaitlynR;Tir chirurgical;Caitlyn prend son temps pour réaliser le tir parfait, infligeant d'importants dégâts à une cible unique et à très longue portée. Les champions ennemis peuvent intercepter la balle à la place de leur allié.;Tir dans la tête;Toutes les quelques attaques de base ou quand elle vise une cible prise dans un de ses pièges ou dans son filet, Caitlyn tire dans la tête de sa cible, infligeant des dégâts supplémentaires qui augmentent avec ses chances de coup critique. Contre les cibles prises au piège ou dans un filet, la portée du Tir dans la tête est doublée.
Camille;Ombre d'acier;Transformée en arme pour agir en dehors des limites de la loi, Camille est le principal défenseur du clan Ferros, un agent élégant et supérieur qui contribue à faire fonctionner correctement la machine de Piltover et son ombre zaunienne. Son adaptabilité et sa précision sont si élevées qu'une technique maladroite est pour elle une honte qu'il convient d'éradiquer. Dotée d'un esprit aussi affûté que ses lames, Camille recherche la supériorité par l'optimisation Hextech du corps, au point que certains se demandent si elle n'est pas désormais plus machine que femme.;CamilleQ;Protocole de précision;La prochaine attaque de Camille infligera des dégâts supplémentaires et lui octroiera un bonus en vitesse de déplacement. Cette compétence peut être relancée pendant un court instant, et Camille inflige des dégâts beaucoup plus importants si elle attend entre les deux attaques.;CamilleW;Balayage tactique;Après un délai, Camille frappe dans une zone conique, infligeant des dégâts. Les ennemis pris dans la moitié extérieure du cône sont ralentis, subissent des dégâts supplémentaires et rendent des PV à Camille.;CamilleE;Grappin;Camille se propulse vers un mur et bondit, projetant en l'air tous les champions ennemis à l'atterrissage.;CamilleR;Ultimatum Hextech;Camille fonce vers le champion ciblé et l'emprisonne dans une zone. Ses attaques de base infligent aussi des dégâts magiques supplémentaires à la cible.;Protection modulable;Les attaques de base contre les champions octroient à Camille un bouclier équivalent à un pourcentage de ses PV max contre le type de dégâts de l'ennemi (physique ou magique) pendant un court moment.
Cassiopeia;Étreinte du serpent;Cassiopeia est une créature meurtrière qui excelle dans l'art de la manipulation. Elle était la plus jeune et la plus belle des filles de la famille noxienne Du Couteau, mais le jour où elle s'aventura dans les cryptes de Shurima en quête d'un pouvoir antique, le venin d'un gardien la transforma en un prédateur reptilien. Aussi rusée qu'agile, Cassiopeia se faufile désormais dans les ombres de la nuit, pétrifiant ses ennemis d'un simple regard.;CassiopeiaQ;Bombe nocive;Cassiopeia projette du poison dans une zone après un court délai, augmentant sa vitesse de déplacement si elle touche un champion ennemi.;CassiopeiaW;Miasmes;Cassiopeia génère plusieurs nuages de poison, ralentissant, rendant inertes et blessant légèrement les ennemis qui les traversent. Les ennemis inertes ne peuvent pas utiliser de compétence de déplacement.;CassiopeiaE;Morsure fatale;Cassiopeia lance une attaque qui inflige plus de dégâts aux cibles empoisonnées et qui lui rend des PV équivalents à un pourcentage des dégâts infligés. Si cette attaque tue sa cible, Cassiopeia regagne du mana.;CassiopeiaR;Regard de la Méduse;Les yeux de Cassiopeia déchaînent un tourbillon d'énergie magique qui étourdit les ennemis qui lui font face et ralentit ceux qui lui tournent le dos.;Grâce serpentine;Cassiopeia gagne de la vitesse de déplacement par niveau, mais elle ne peut pas acheter de bottes.
Cho'Gath;Terreur noire;Lorsque Cho'Gath débarqua sous la lumière éclatante du soleil de Runeterra, il fut immédiatement pris d'une faim insatiable. Incarnation parfaite de la volonté du Néant de dévorer toute forme de vie, le corps complexe de Cho'Gath convertit rapidement la matière qu'il ingurgite pour accroître sa masse musculaire et rendre sa carapace aussi dure que du diamant. Et quand grandir n'est pas sa priorité immédiate, ce monstre du Néant peut recracher de la matière sous forme de piques effilées afin d'embrocher sa proie... et de la garder pour un prochain festin.;Rupture;Rupture;Fracasse le sol de la zone ciblée et envoie les ennemis dans les airs, leur infligeant des dégâts et les ralentissant.;FeralScream;Cri sauvage;Cho'Gath pousse un cri terrible dans une zone conique, infligeant des dégâts magiques et réduisant les ennemis au silence pendant quelques secondes.;VorpalSpikes;Piques vorpales;Les attaques de Cho'Gath lancent des piques mortelles qui blessent et ralentissent tous les ennemis devant lui.;Feast;Festin;Dévore une unité ennemie, infligeant d'importants dégâts bruts. Si la cible est tuée, Cho'Gath grandit et voit ses PV max augmenter.;Carnivore;Lorsque Cho'Gath élimine une unité, il regagne des PV et du mana. Le nombre de PV et points de mana restaurés augmente avec le niveau de Cho'Gath.
Corki;Artilleur téméraire;Il y a deux choses que Corki, le pilote yordle, aime plus que tout au monde : les sensations de vol et sa fantastique moustache... mais pas nécessairement dans cet ordre. Après avoir quitté Bandle, il s'installa à Piltover, où il tomba amoureux des merveilleuses machines qu'il y trouva. Il consacra tout son temps au développement d'engins volants, tout en menant une unité de défense aérienne composée de pilotes aguerris : les Serpents volants. Serein même sous le feu ennemi, Corki patrouille dans l'espace aérien de sa patrie d'adoption, et il ne rencontre jamais le moindre problème qu'un bon gros missile ne puisse résoudre.;PhosphorusBomb;Bombe au phosphore;Corki tire une bombe éclairante à l'endroit visé, infligeant des dégâts magiques aux ennemis dans la zone. Cette attaque révèle pendant un temps les unités dans la zone.;CarpetBomb;Valkyrie;Corki franchit une courte distance, lâchant des bombes et créant une traînée de feu qui inflige des dégâts aux ennemis.;GGun;Gatling;La mitrailleuse de Corki tire rapidement dans une zone conique face à lui, infligeant des dégâts et réduisant l'armure et la résistance magique de l'ennemi.;MissileBarrage;Barrage de projectiles;Corki tire un projectile dans une direction. Il explose à l'impact et inflige des dégâts aux ennemis dans la zone. Corki stocke des projectiles sur la durée, jusqu'à un maximum donné. Un projectile sur 3 est une grosse Bertha qui inflige plus de dégâts.;Munitions Hextech;Corki inflige des <trueDamage>dégâts bruts</trueDamage> bonus équivalents à un pourcentage des dégâts de ses attaques de base.
Darius;Main de Noxus;Il n'est pas de plus grand symbole de la puissance de Noxus que Darius, le commandant le plus craint et le plus endurci de la nation. D'origine modeste, celui qui s'est élevé jusqu'à devenir la Main de Noxus pourfend aujourd'hui les ennemis de l'empire, dont certains sont eux-mêmes des Noxiens. Il ne doute jamais de la justesse de sa cause et ne montre pas la moindre hésitation lorsque sa hache est levée. Ceux qui s'opposent au chef de la Légion Trifarian ne doivent s'attendre à aucune pitié.;DariusCleave;Décimation;Darius tend tous ses muscles et donne un coup circulaire avec sa hache. Les ennemis touchés par la lame subissent plus de dégâts que ceux touchés par la hampe. Darius récupère des PV en fonction du nombre de champions ennemis et de grands monstres touchés par la lame.;DariusNoxianTacticsONH;Estropiaison;La prochaine attaque de Darius tranche une artère vitale de l'ennemi. Le saignement réduit la vitesse de déplacement de la cible.;DariusAxeGrabCone;Crampon;Darius aiguise sa hache, ce qui permet à ses dégâts physiques d'ignorer passivement un pourcentage de l'armure de la cible. À l'activation, Darius attire ses ennemis avec sa hache.;DariusExecute;Guillotine noxienne;Darius saute sur un champion ennemi et donne un coup fatal, infligeant des dégâts bruts. Plus vous cumulez de Plaies béantes sur la cible, plus les dégâts augmentent. Si Guillotine noxienne tue la cible, son délai de récupération est annulé pendant un court moment.;Plaie béante;Les attaques de Darius et ses compétences infligeant des dégâts font saigner les ennemis, ce qui leur inflige des dégâts physiques en 5 sec (cumulable 5 fois). Darius enrage et gagne un énorme bonus en dégâts d'attaque quand sa cible atteint le nombre max d'effets cumulés.
